id,profession,partnership-no,practice-code,name,address-1,address-2,council,county,health-trust-area,postcode,tel,lat,long
pharm-152,Pharmacy,3089,,CLOVERDALE MERCHANTS LTD,"Unit 4, The Maureen Sheehan Healthy","Living Centre, 106 Albert Street",Belfast,Antrim,Belfast Trust,BT12 4HL,00290240437,53.259847,-3.0084186
pharm-153,Pharmacy,3096,,BALL,279 Ormeau Road,Belfast,Belfast,Down,Belfast Trust,BT7 3GG,028 9049 1981,53.243048,-2.9833577
pharm-154,Pharmacy,3106,,GALAR IRELAND LTD,5 Ladybrook Park,Belfast,Belfast,Antrim,Belfast Trust,BT11 9EL,028 9061 1707,53.228675,-3.0527916
pharm-155,Pharmacy,3120,,CORRIE LTD,1-3 Castlewellan Road,Clough,"Newry, Mourne and Down",Down,,BT30 8RD,02844811515,52.954371,-2.8851613
pharm-156,Pharmacy,3137,,GORDON LTD,"Unit 4, Ashbury Shopping Centre",Ashbury Avenue Bangor,North Down and Ards,,,BT19 2TH,028 9146 6363,53.315696,-2.7132457
pharm-157,Pharmacy,3144,,BESTWAY BELFAST CHEMISTS LTD,39 Main Street,Ballynahinch,"Newry, Mourne and Down",Down,,BT24 8DN,028 9756 2391,53.066655,-2.946367
pharm-158,Pharmacy,3151,,BESTWAY BELFAST CHEMISTS LTD,2 Ballygowan Road,Belfast,Belfast,Down,Belfast Trust,BT5 7LL,028 9040 1785,53.241793,-2.9360668
pharm-159,Pharmacy,3168,,CAMPBELLS DISPENSARY LTD,Unit 16 Forestside Shopping Centre,Saintfield Road Belfast,Lisburn and Castlereagh,Down,,BT8 6FX,028 9049 1980,53.226753,-2.9710455
pharm-160,Pharmacy,3182,,BOOTS UK LTD,79/83 Main Street,Bangor,North Down and Ards,Down,South East Trust,BT20 4HD,028 9127 1134,53.329493,-2.7442873
pharm-161,Pharmacy,3199,,BOOTS UK LTD,37 Main Street,Maghera,Mid Ulster,Derry,Northern Trust,BT46 5AA,028 7964 2208,53.487816,-3.7288693
pharm-162,Pharmacy,3209,,BALTIC B ENTERPRISES LTD,24 Lisbarnet Road,Comber,North Down and Ards,Down,South East Trust,BT23 6AW,028 9754 2220,53.170964,-2.7833231
pharm-163,Pharmacy,3216,,DUNDEE LTD,51 Comber Road,Dundonald Belfast,Lisburn and Castlereagh,Down,,BT16 2AA,028 9048 3196,53.258718,-2.8796217
pharm-164,Pharmacy,3223,,CLEAR PHARMACY,5 Kilcooley Square,Bangor,North Down and Ards,Down,South East Trust,BT19 1SH,028 9145 7877,53.316626,-2.7732594
pharm-165,Pharmacy,3230,,MAGIR LTD,49 Central Promenade,Newcastle,"Newry, Mourne and Down",Down,,BT33 0HH,028 4372 3248,52.870936,-2.9291454
pharm-166,Pharmacy,3247,,BOOTS UK LTD,Ballymena Health & Social Care Centr,Cushendall Road Ballymena,Mid and East Antrim,Antrim,Northern Trust,BT43 6HB,02825641989,53.530745,-3.3431072
pharm-167,Pharmacy,3254,,DORMAN HEALTHCARE LTD,6A-6B Lineside,Coalisland,Mid Ulster,Tyrone,Northern Trust,BT71 4LP,028 8774 7180,53.182859,-3.7352979
pharm-168,Pharmacy,3302,,ROONEY LTD,137A Ligoniel Road,Belfast,Belfast,Antrim,Belfast Trust,BT14 8DN,028 9039 1420,53.286444,-3.0461562
pharm-169,Pharmacy,3326,,BALTIC C ENTERPRISES LTD,1 Smithfield Square,Lisburn,Lisburn and Castlereagh,Antrim,,BT28 1TH,028 9267 8430,53.169358,-3.099135
pharm-170,Pharmacy,3333,,GORDON LTD,194 Albertbridge Road,Belfast,Belfast,Down,Belfast Trust,BT5 4GU,028 9045 9689,53.258858,-2.9650119
pharm-171,Pharmacy,3388,,BOOTS UK LTD,14 North End,Ballyclare,Antrim and Newtownabbey,Antrim,Northern Trust,BT39 9BN,028 9332 2210,53.413993,-3.0741247
pharm-172,Pharmacy,3395,,MAGIR LTD,42 Howard Street,Belfast,Belfast,Antrim,Belfast Trust,BT1 6PG,028 9032 5811,53.257915,-2.9964857
pharm-173,Pharmacy,3405,,BURNS LTD,100 Abbey Ring,Holywood,North Down and Ards,Down,South East Trust,BT18 9PF,028 9042 3639,53.296732,-2.9073199
pharm-174,Pharmacy,3412,,MAGINN,50 Main Street,Newcastle,"Newry, Mourne and Down",Down,,BT33 0AD,028 4372 1910,52.877233,-2.926234
pharm-175,Pharmacy,3429,,GROVES CHEMISTS LTD,165-167 Main Street,Dundrum,"Newry, Mourne and Down",Down,,BT33 0LY,028 4375 1326,52.921084,-2.8898663
pharm-176,Pharmacy,3436,,BOOTS UK LTD,14 Regent Street,Newtownards,North Down and Ards,Down,South East Trust,BT23 4LH,028 9181 3359,53.262021,-2.7685108
pharm-177,Pharmacy,3443,,BOOTS UK LTD,8 High Street,,Antrim and Newtownabbey,Antrim,Northern Trust,BT41 4AN,028 9446 2224,53.369711,-3.2811154
pharm-178,Pharmacy,3450,,BOOTS UK LTD,2 Hillview Avenue,Newtownabbey,Antrim and Newtownabbey,Antrim,Northern Trust,BT36 6AE,028 9036 5474,53.337444,-2.9821192
pharm-179,Pharmacy,3467,,TRUEICK,71 Newton Park,Saintfield Road Belfast,Lisburn and Castlereagh,,,BT8 4LN,028 9070 1739,53.220168,-2.9650703
pharm-180,Pharmacy,3474,,MAGIR LTD,34 St Patrick'S Avenue,Downpatrick,"Newry, Mourne and Down",Down,,BT30 6DW,028 4461 1911,52.994079,-2.7672598
pharm-181,Pharmacy,3481,,GOULD & SON (BANGOR) LTD,92 Abbey Street,Bangor,North Down and Ards,Down,South East Trust,BT20 4JB,028 9127 1091,53.325811,-2.7495832
pharm-182,Pharmacy,3508,,BALLYWALTER PHARMACY LTD,61/63 Main Street,Ballywalter,North Down and Ards,Down,South East Trust,BT22 2PQ,028 4275 8489,53.216945,-2.5579967
pharm-183,Pharmacy,3522,,LARNE CHEMISTS LTD,62 Stranmillis Road,Belfast,Belfast,Antrim,Belfast Trust,BT9 5AD,028 9066 6477,53.241404,-2.9962668
pharm-184,Pharmacy,3539,,MCKEEVER LTD,53/55 Mill Street,Newry,"Newry, Mourne and Down",Down,,BT34 1AJ,028 3026 2183,52.825731,-3.3601722
pharm-185,Pharmacy,3546,,MAGIR LTD,103 Falls Road,Belfast,Belfast,Antrim,Belfast Trust,BT12 4PE,028 9024 0939,53.258253,-3.0171356
pharm-186,Pharmacy,3553,,BOOTS UK LTD,Unit 30 Bloomfield Centre,Bloomfield Road South Bangor,North Down and Ards,Down,South East Trust,BT19 7HB,028 9127 1030,53.316732,-2.7321466
pharm-187,Pharmacy,3577,,MAGIR LTD,4 Springfield Road,Belfast,Belfast,Antrim,Belfast Trust,BT12 7AG,028 9023 5693,53.257675,-3.018576
pharm-188,Pharmacy,3591,,MAGIR LTD,189 Whiterock Road,Belfast,Belfast,Antrim,Belfast Trust,BT12 7FW,028 9032 6945,53.254437,-3.0468289
pharm-189,Pharmacy,3601,,DUNMORE PHARMA LTD,421 Antrim Road,Belfast,Belfast,Antrim,Belfast Trust,BT15 3BJ,028 9077 7781,53.283727,-3.0024861
pharm-190,Pharmacy,3618,,HANNAWINS MEDICAL HALL LTD,23 Main Street,Ballynahinch,"Newry, Mourne and Down",Down,,BT24 8DN,028 9756 2260,53.066655,-2.946367
pharm-191,Pharmacy,3632,,BOOTS UK LTD,87 Newry Street,Banbridge,"Armagh, Banbridge and Craigavon",Down,Southern Trust,BT32 3EA,028 4066 2720,53.001664,-3.3057312
pharm-192,Pharmacy,3649,,WYNROSE LTD,208 Duncairn Gardens,Belfast,Belfast,Antrim,Belfast Trust,BT15 2GN,028 9035 1072,53.275916,-2.9981041
pharm-193,Pharmacy,3656,,BOOTS UK LTD,80A Main Street,Cullybackey,Mid and East Antrim,Antrim,Northern Trust,BT42 1BW,028 2588 0244,53.539841,-3.4239637
pharm-194,Pharmacy,3663,,BOOTS UK LTD,2/6 Queen Street,Ballymena,Mid and East Antrim,Antrim,Northern Trust,BT42 2BB,028 2564 5994,53.51448,-3.3489872
pharm-195,Pharmacy,3670,,GROVES,253 Castlereagh Road,Belfast,Belfast,Down,Belfast Trust,BT5 5FL,028 9045 7629,53.248995,-2.955138
pharm-196,Pharmacy,3687,,CLEAR PHARMACY,4 Drumart Square,Belvoir Park Estate Belfast,Belfast,,,BT8 4EY,028 9049 1277,53.212152,-2.9888493
pharm-197,Pharmacy,3694,,BOOTS UK LTD,Unit 16 Ards Shopping Centre,Circular Road Newtownards,North Down and Ards,Down,South East Trust,BT23 4EU,028 9181 1297,53.260871,-2.7795087
pharm-198,Pharmacy,3711,,CHERRYMOUNT HEALTHCARE LTD,5 John Mitchel Place,Newry,"Newry, Mourne and Down",Down,,BT34 2BP,028 3026 2606,52.824626,-3.3577185
pharm-199,Pharmacy,3728,,HORNER PHARMACY LTD,7 Newtownards Road,Comber,North Down and Ards,Down,South East Trust,BT23 5AU,028 9187 4176,53.218505,-2.8066104
pharm-200,Pharmacy,3742,,MCKEEVER LTD,139 Railway Street,Armagh,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT61 7HT,028 3752 8024,53.000032,-3.6797915
pharm-201,Pharmacy,3766,,MAGHERAFELT HEALTHCARE LTD,5 Broad Street,Magherafelt,Mid Ulster,Derry,Northern Trust,BT45 6EB,028 7963 3333,53.401125,-3.6600542
pharm-202,Pharmacy,3780,,BOOTS UK LTD,47 James Street,Cookstown,Mid Ulster,Tyrone,Northern Trust,BT80 8AE,028 8676 2238,53.287421,-3.7859052
pharm-203,Pharmacy,3797,,GORDON LTD,17 High Street,Donaghadee,North Down and Ards,Down,South East Trust,BT21 0AA,028 9188 2584,53.314619,-2.616143
pharm-204,Pharmacy,3807,,CORRIE LTD,12 Kilkeel Road,Annalong,"Newry, Mourne and Down",Down,,BT34 4TH,028 4376 8238,52.770335,-2.9320707
pharm-205,Pharmacy,3814,,FIVEWAYS HEALTHCARE LTD,Unit 5 Fiveways,99 Armagh Road Newry,"Newry, Mourne and Down",Armagh,,BT35 6PW,02830833731,52.840888,-3.3696135
pharm-206,Pharmacy,3821,,BOOTS UK LTD,82 Burn Road,Cookstown,Mid Ulster,Tyrone,Northern Trust,BT80 8DR,028 8676 3811,53.289284,-3.7928993
pharm-207,Pharmacy,3838,,DUNDEE LTD,11 Kings Square,Kings Road Belfast,Belfast,Down,Belfast Trust,BT5 7EA,028 9040 1077,53.25418,-2.910586
pharm-208,Pharmacy,3845,,MCKEEVER LTD,34 Springfield Road,Belfast,Belfast,Antrim,Belfast Trust,BT12 7AG,028 9032 2533,53.257675,-3.018576
pharm-209,Pharmacy,3852,,MCDAID,Old School House,7 Downpatrick Road Ardglass,"Newry, Mourne and Down",Down,,BT30 7TP,028 4484 1941,52.929071,-2.6557419
pharm-210,Pharmacy,3869,,HORNER PHARMACY LTD,16 The Square,Comber,North Down and Ards,Down,South East Trust,BT23 5DT,028 9187 2564,53.217554,-2.8103515
pharm-211,Pharmacy,3876,,MCKEEVER LTD,5 - 7 Main Street,Newcastle,"Newry, Mourne and Down",Down,,BT33 0AD,028 4372 2923,52.877233,-2.926234
pharm-212,Pharmacy,3883,,GABBIE LTD,16 High Street,Killyleagh,"Newry, Mourne and Down",Down,,BT30 9QF,028 4482 8224,53.070117,-2.7098815
pharm-213,Pharmacy,3890,,COYLE LTD,57 Main Street,Castlewellan,"Newry, Mourne and Down",Down,,BT31 9DQ,028 4377 1448,52.919822,-2.9816241
pharm-214,Pharmacy,3900,,LEITH,2A Belfast Road,Ballygowan,North Down and Ards,Down,South East Trust,BT23 6LT,028 9752 8249,53.170549,-2.8554519
pharm-215,Pharmacy,3931,,IRWINS MEDICAL HALL LTD,11 Ballynahinch Street,Hillsborough,Lisburn and Castlereagh,Down,,BT26 6AW,028 9268 2963,53.121696,-3.1308981
pharm-216,Pharmacy,3948,,HARTE,4 - 6 Rathfriland Road,Hilltown Newry,"Newry, Mourne and Down",Down,,BT34 5UP,028 4063 0483,52.851509,-3.1719316
pharm-217,Pharmacy,3986,,PARTRIDGE CHEMISTS LTD,14 Main Street,Loughbrickland,"Armagh, Banbridge and Craigavon",Down,Southern Trust,BT32 3NQ,028 4062 3631,52.967953,-3.334034
pharm-218,Pharmacy,3993,,MCKAY (NEWTOWNARDS) LTD,58 Regent Street,Newtownards,North Down and Ards,Down,South East Trust,BT23 4LP,028 9181 3089,53.262196,-2.7706727
pharm-219,Pharmacy,4004,,TURF LODGE PHARMA LTD,32 Monagh Road,Turf Lodge Estate Belfast,Belfast,Antrim,Belfast Trust,BT11 8EF,028 9061 3307,53.250333,-3.0534133
pharm-220,Pharmacy,4011,,PHARMACY LTD,56 William Street,Cookstown,Mid Ulster,Tyrone,Northern Trust,BT80 8NB,028 8676 2653,53.289219,-3.7852601
pharm-221,Pharmacy,4028,,GROVES CHEMISTS LTD,61 Castle Street,Killough,"Newry, Mourne and Down",Down,,BT30 7QQ,028 4484 2915,52.921753,-2.6890973
pharm-222,Pharmacy,4035,,GORDON LTD,"Unit 1, Belvedere Park",Gortmerron Link Dungannon,Mid Ulster,Tyrone,Northern Trust,BT71 6LS,02887727778,53.137332,-3.7810324
pharm-223,Pharmacy,4080,,NISCO HEALTHCARE LTD,4 The Square,Comber,North Down and Ards,Down,South East Trust,BT23 5DT,028 9187 2221,53.217554,-2.8103515
pharm-224,Pharmacy,4097,,MCKEEVER LTD,11 Marcus Square,Hill Street Newry,"Newry, Mourne and Down",Down,,BT34 1AE,028 3026 2528,52.827078,-3.3579879
pharm-225,Pharmacy,4114,,GORDON LTD,Unit 2 Community Block Springhill,Shopping Centre Bangor,North Down and Ards,Down,South East Trust,BT19 1ND,028 9146 8342,53.322938,-2.7729081
pharm-226,Pharmacy,4138,,DUNDEE LTD,34-36 Gilnahirk Road,Belfast,Belfast,Down,Belfast Trust,BT5 7DG,028 9040 1469,53.253301,-2.9126957
pharm-227,Pharmacy,4152,,MOORE,26 Mill Street,Gilford,"Armagh, Banbridge and Craigavon",Down,Southern Trust,BT63 6HQ,028 3883 1246,53.024406,-3.3930597
pharm-228,Pharmacy,4176,,MCMULLAN,The Medical Hall,39 High Street Portaferry,North Down and Ards,Down,South East Trust,BT22 1QT,028 4272 8226,53.054257,-2.6047525
pharm-229,Pharmacy,4183,,NEWBERRY LTD,6 Hillsborough Road,Carryduff Belfast,Lisburn and Castlereagh,Down,,BT8 8HR,028 9081 2405,53.176996,-2.9511884
pharm-230,Pharmacy,4200,,JOHNSTON LTD,9/11 Gallows Street,Dromore,"Armagh, Banbridge and Craigavon",Down,Southern Trust,BT25 1BG,028 9269 2369,53.072028,-3.1925841
pharm-231,Pharmacy,4217,,NORTHERN PHARMACIES LTD,3-5 Main Street,Greyabbey,North Down and Ards,Down,South East Trust,BT22 2NF,028 4278 8535,53.208424,-2.6281833
pharm-232,Pharmacy,4224,,REANEY CHEMIST LTD,12 Lisburn Street,Hillsborough,Lisburn and Castlereagh,Down,,BT26 6AB,028 9268 2207,53.122276,-3.1322583
pharm-233,Pharmacy,4231,,NEWPHARM LTD,The Health Village,Monaghan Street Newry,"Newry, Mourne and Down",Down,,BT35 6BB,028 3025 2626,52.829236,-3.3626121
pharm-234,Pharmacy,4255,,LARNE CHEMISTS LTD,45 St Patrick'S Avenue,Downpatrick,"Newry, Mourne and Down",Down,,BT30 6DN,028 4461 3794,52.99253,-2.7636568
pharm-235,Pharmacy,4262,,BOOTS UK LTD,13 John Mitchel Place,Newry,"Newry, Mourne and Down",Down,,BT34 2AP,028 3026 8234,52.829884,-3.3491844
pharm-236,Pharmacy,4279,,PRODIGAL LTD,19 Dundalk Street,Newtownhamilton,"Newry, Mourne and Down",Armagh,,BT35 0PB,028 3087 8203,52.835789,-3.5896261
pharm-237,Pharmacy,4327,,MCKEEVER LTD,63/65 Thomas Street,,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT61 7QB,028 3752 6666,52.990787,-3.6762442
pharm-238,Pharmacy,4334,,GORDON LTD,10 Greencastle Street,Kilkeel,"Newry, Mourne and Down",Down,,BT34 4BH,028 4176 2330,52.722101,-3.0313085
pharm-239,Pharmacy,4341,,GORDON LTD,9 Sugar Island,Newry,"Newry, Mourne and Down",Down,,BT35 6HT,028 3026 2525,52.830404,-3.3579581
pharm-240,Pharmacy,4358,,GORDON LTD,4-5 High Street Mall,Portadown,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT62 1HX,028 3836 1849,53.073417,-3.4781134
pharm-241,Pharmacy,4365,,GORDON LTD,19 Newry Street,Banbridge,"Armagh, Banbridge and Craigavon",Down,Southern Trust,BT32 3EA,028 4062 2292,53.001664,-3.3057312
pharm-242,Pharmacy,4372,,GORDON LTD,12 Linenhall Street,Banbridge,"Armagh, Banbridge and Craigavon",Down,Southern Trust,BT32 3EG,028 4066 2811,53.001048,-3.3069792
pharm-243,Pharmacy,4389,,MCKEEVER LTD,7 Dobbin Lane,,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT61 7QL,028 3752 3333,52.989284,-3.6763499
pharm-244,Pharmacy,4437,,HELEN'S BAY PHARMACY LTD,Station Square,Helens Bay,North Down and Ards,Down,South East Trust,BT19 1TN,028 9185 3605,53.333903,-2.8149285
pharm-245,Pharmacy,4499,,WALSHS PHARMACY WARRENPOINT LTD,25 Church Street,Warrenpoint,"Newry, Mourne and Down",Down,,BT34 3HN,028 4175 3661,52.754686,-3.2706078
pharm-246,Pharmacy,4516,,GILLIAN MCKEE LTD,58 Main Street,Cloughmills,Causeway Coast and Glens,Antrim,Northern Trust,BT44 9LF,028 2763 8729,53.649415,-3.409801
pharm-247,Pharmacy,4547,,MAGIR LTD,Unit 3 Hatfield Shops,159 Creggan Road Londonderry,Derry and Strabane,Derry,Western Trust,BT48 0RX,028 7137 4858,53.635891,-4.3914686
pharm-248,Pharmacy,4554,,CLEAR HEALTHCARE,19-21 Bridge Street,Banbridge,"Armagh, Banbridge and Craigavon",Down,Southern Trust,BT32 3JL,028 4066 2622,53.00361,-3.3036886
pharm-249,Pharmacy,4561,,JOHNSTON LTD,4-6 Gallows Street,Dromore,"Armagh, Banbridge and Craigavon",Down,Southern Trust,BT25 1BG,028 9269 3450,53.072028,-3.1925841
pharm-250,Pharmacy,4578,,LLOYDS PHARMACY LTD,157 Strand Road,,Derry and Strabane,Derry,Western Trust,BT48 7PR,028 7126 2015,53.638024,-4.3655538
pharm-251,Pharmacy,4585,,BALLYMOTE PHARMACY LTD,Unit 3 Ballymote Centre,40 Killough Road Downpatrick,"Newry, Mourne and Down",Down,,BT30 6PY,028 4461 6108,52.983138,-2.7590375
pharm-252,Pharmacy,4592,,CLEAR HEALTHCARE,12  High Street,Lurgan,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT66 8AW,028 3832 2097,53.113812,-3.3703848
pharm-253,Pharmacy,4619,,CLEAR PHARMACY,5 Church Street,Bangor,North Down and Ards,Down,South East Trust,BT20 3HX,028 9127 1820,53.32391,-2.753033
pharm-254,Pharmacy,4626,,CLEAR PHARMACY,"Unit 1, Thornleigh Shopping Centre",Bangor,North Down and Ards,Down,South East Trust,BT20 4NW,028 9145 9575,53.329104,-2.7227188
pharm-255,Pharmacy,4633,,CLEAR PHARMACY,1-3 Clandeboye Road,Bangor,North Down and Ards,Down,South East Trust,BT20 3LB,028 9146 0001,53.322746,-2.7552044
pharm-256,Pharmacy,4657,,BOOTS UK LTD,Unit L7-9 Foyleside Shopping Centre,,Derry and Strabane,Derry,Western Trust,BT48 6XY,028 7126 0432,53.622057,-4.3650838
pharm-257,Pharmacy,4671,,BROOKMOUNT HEALTH LTD,Brookmount Pharmacy,Unit 3 48C Brookmount Road,Fermanagh and Omagh,Tyrone,,BT78 5HY,028 8225 2205,53.228241,-4.3357016
pharm-258,Pharmacy,4688,,CLEAR PHARMACY,10 Church Street,Bangor,North Down and Ards,Down,South East Trust,BT20 3HT,028 9127 1989,53.324436,-2.7523066
pharm-259,Pharmacy,4705,,BOOTS UK LTD,The Square,Markethill,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT60 1RB,028 3755 1206,52.944523,-3.5442292
pharm-260,Pharmacy,4712,,BOOTS UK LTD,112 Thomas Street,Portadown,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT62 3AL,028 3833 2810,53.068244,-3.4777123
pharm-261,Pharmacy,4750,,CLEAR PHARMACY,22 Rosemount Avenue,,Derry and Strabane,Derry,Western Trust,BT48 0HN,028 7126 3668,53.631732,-4.3786334
pharm-262,Pharmacy,4774,,BRADLEY LTD,"Unit 2, Ballynagard Centre",Culmore Road Londonderry,Derry and Strabane,Derry,Western Trust,BT48 8JJ,028 7135 8525,53.671339,-4.3382763
pharm-263,Pharmacy,4781,,CARA PHARMACY UK LTD,6-8 Main Street,Kesh,Fermanagh and Omagh,Fermanagh,,BT93 1TF,028 6863 1770,53.139555,-4.7207321
pharm-264,Pharmacy,4798,,MAC CAFFERTY LTD,2 Clarendon Street,,Derry and Strabane,Derry,Western Trust,BT48 7ES,028 7126 6627,53.628387,-4.370051
pharm-265,Pharmacy,4808,,BRADY,8 Marble Arch Road,Drumlaghy Florencecourt,Fermanagh and Omagh,Fermanagh,,BT92 1DD,028 6634 8703,52.885558,-4.6924232
pharm-266,Pharmacy,4815,,BRADLEY LTD,36 William Street,,Derry and Strabane,Derry,Western Trust,BT48 6ET,028 7126 2838,53.625363,-4.3702444
pharm-267,Pharmacy,4822,,MCKENNA,48 Great James Street,,Derry and Strabane,Derry,Western Trust,BT48 7DB,028 7136 3519,53.62741,-4.3722043
pharm-268,Pharmacy,4839,,LLOYDS PHARMACY LTD,1 Ebrington Terrace,,Derry and Strabane,Derry,Western Trust,BT47 6JS,028 7134 2454,53.624766,-4.356736
pharm-269,Pharmacy,4846,,LLOYDS PHARMACY LTD,2/5 Trench Road Shopping Centre,,Derry and Strabane,Derry,Western Trust,BT47 2DS,028 7131 3636,53.612535,-4.3569616
pharm-270,Pharmacy,4853,,QUAY-PHARM LTD,Units 17 - 18,Quayside Shopping Centre Strand Road,Derry and Strabane,Derry,Western Trust,BT48 7PX,028 7126 2250,53.627495,-4.3683373
pharm-271,Pharmacy,4860,,BOOTS UK LTD,9C High Street,Lurgan,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT66 8AA,028 3832 7728,53.113243,-3.3705908
pharm-272,Pharmacy,4877,,BRADLEY LTD,130 Northland Road,,Derry and Strabane,Derry,Western Trust,BT48 0LX,028 7136 7333,53.643861,-4.3840369
pharm-273,Pharmacy,4884,,PARTRIDGE CHEMISTS LTD,15-17 Upper English Street,,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT61 7BH,028 3752 2092,52.992793,-3.6755173
pharm-274,Pharmacy,4891,,MURPHY,165 Spencer Road,,Derry and Strabane,Derry,Western Trust,BT47 6AH,028 7131 1720,53.620049,-4.3575165
pharm-275,Pharmacy,4901,,BOOTS UK LTD,Units 4&5 Strathfoyle Village Centre,Londonderry,Derry and Strabane,Derry,Western Trust,BT47 6TZ,028 7186 3332,53.654337,-4.3040706
pharm-276,Pharmacy,4918,,BOOTS UK LTD,37 Lower Road,,Derry and Strabane,Derry,Western Trust,BT48 7DP,028 7126 9017,53.626994,-4.3736481
pharm-277,Pharmacy,4925,,MAGIR LTD,43 Great James Street,,Derry and Strabane,Derry,Western Trust,BT48 7DF,028 7126 7004,53.62709,-4.3719747
pharm-278,Pharmacy,4932,,MELVIN PHARMACY LTD,5D Gilaroo Court,Main Street Garrison,Fermanagh and Omagh,Fermanagh,,BT93 4ER,028 6865 9995,53.02444,-5.0699684
pharm-279,Pharmacy,4949,,MCDAIDS PHARMACY LTD,111 Upper Main Street,Dungiven,Causeway Coast and Glens,Derry,Northern Trust,BT47 4LE,028 7774 1288,53.564371,-3.979304
pharm-280,Pharmacy,4963,,BRADLEY LTD,31 Abercorn Road,,Derry and Strabane,Derry,Western Trust,BT48 6SA,028 7126 2789,53.619085,-4.3694388
pharm-281,Pharmacy,4970,,BOOTS UK LTD,Shoppinwell Centre,74 Main Street Ballykelly,Causeway Coast and Glens,Derry,Northern Trust,BT49 9DS,028 7776 2408,53.684964,-4.0506364
pharm-282,Pharmacy,4987,,SUPERDRUG STORES PLC,30/32 Ferryquay Street,,Derry and Strabane,Derry,Western Trust,BT48 6JB,028 7126 3334,53.622266,-4.3672429
pharm-283,Pharmacy,5012,,LLOYDS PHARMACY LTD,Unit 2 Lisnagelvin Shopping Centre,Waterside,Derry and Strabane,Derry,Western Trust,BT47 6DF,028 7134 8595,53.617349,-4.3430316
pharm-284,Pharmacy,5029,,GALLAGHER,76 Main Street,Dungiven,Causeway Coast and Glens,Derry,Northern Trust,BT47 4LG,028 7774 1240,53.564312,-3.9785009
pharm-285,Pharmacy,5036,,TORRENT PHARMA LTD,30 Main Street,Donaghmore,Mid Ulster,Tyrone,Northern Trust,BT70 3EZ,028 8776 7212,53.171401,-3.8427395
pharm-286,Pharmacy,5050,,LLOYDS PHARMACY LTD,1 Castlerock Road,Coleraine,Causeway Coast and Glens,Derry,Northern Trust,BT51 3HP,028 7034 2557,53.777241,-3.7590193
pharm-287,Pharmacy,5067,,BOOTS UK LTD,26-28 Church Street,Coleraine,Causeway Coast and Glens,Derry,Northern Trust,BT52 1AR,028 7035 6666,53.775483,-3.747655
pharm-288,Pharmacy,5074,,LLOYDS PHARMACY LTD,19 Sea Road,Castlerock,Causeway Coast and Glens,Derry,Northern Trust,BT51 4TN,028 7084 8286,53.804772,-3.8633643
pharm-289,Pharmacy,5081,,MCCAUGHAN,"Unit 2, (No. 3) Tilly Molloy Centre",Main Street Armoy,Causeway Coast and Glens,Antrim,Northern Trust,BT53 8RQ,028 2075 2004,53.78334,-3.4159272
pharm-290,Pharmacy,5098,,LLOYDS PHARMACY LTD,Unit 6 Duncastle Shopping Centre,Duncastle Road Newbuildings,Derry and Strabane,Derry,Western Trust,BT47 2QS,028 7131 8600,53.583653,-4.4005738
pharm-291,Pharmacy,5108,,HELENDALE LTD,1/3 Dromore Street,Banbridge,"Armagh, Banbridge and Craigavon",Down,Southern Trust,BT32 4BS,028 4062 2669,53.006433,-3.3012848
pharm-292,Pharmacy,5153,,CLOVERDALE MERCHANTS LTD,305 Grosvenor Road,Belfast,Belfast,Antrim,Belfast Trust,BT12 4LP,028 9024 9622,53.257165,-3.0140368
pharm-293,Pharmacy,5160,,HARKIN,112 Upper Main Street,Maghera,Mid Ulster,Derry,Northern Trust,BT46 5AF,028 7964 2205,53.488673,-3.7317228
pharm-294,Pharmacy,5177,,HEALTHCARE LTD,2 Main Street,Brookeborough,Fermanagh and Omagh,Fermanagh,,BT94 4EZ,028 8953 1109,52.940811,-4.401135
pharm-295,Pharmacy,5184,,CASTLE PHARMACY LTD,176/180 Connsbrook Avenue,Belfast,Belfast,Down,Belfast Trust,BT4 1JY,028 9065 3804,53.26773,-2.9458996
pharm-296,Pharmacy,5201,,JAMES LORD LTD,38 Rainey Street,Magherafelt,Mid Ulster,Derry,Northern Trust,BT45 5AQ,028 7963 2334,53.400693,-3.6626998
pharm-297,Pharmacy,5225,,GORDON LTD,Unit 2,57/61 Main St Limavady,Causeway Coast and Glens,Derry,Northern Trust,BT49 0EP,028 7776 3438,53.68824,-4.0149926
pharm-298,Pharmacy,5232,,MHD HEALTHCARE LTD,20 Main Street,Bellaghy,Mid Ulster,Derry,Northern Trust,BT45 8HT,028 7938 6649,53.455376,-3.5793342
pharm-299,Pharmacy,5249,,PARTRIDGE CHEMISTS LTD,60 Kinelowen Street,Keady,"Armagh, Banbridge and Craigavon",Armagh,Southern Trust,BT60 3TL,028 3753 1276,52.894257,-3.7165784
